item_id,relative_path,caption,clothes_type
id_00000680,id_00000680/WOMEN_Dresses_id_00000680_01_3_back.jpg,the back view of a woman wearing a black dress with sheer mesh,3
id_00000681,id_00000681/WOMEN_Shorts_id_00000681_03_2_side.jpg,a close up of a woman's shorts with a pocket,2
id_00000681,id_00000681/WOMEN_Shorts_id_00000681_03_3_back.jpg,the back of a woman wearing shorts and a black top,2
id_00000681,id_00000681/WOMEN_Shorts_id_00000681_04_1_front.jpg,a woman wearing shorts and a top,2
id_00000681,id_00000681/WOMEN_Shorts_id_00000681_04_3_back.jpg,the back view of a woman wearing shorts,2
id_00000684,id_00000684/WOMEN_Skirts_id_00000684_02_1_front.jpg,the long skirt is made from a blue and white pattern,2
id_00000684,id_00000684/WOMEN_Skirts_id_00000684_02_2_side.jpg,the woman is wearing a long skirt with a blue and white pattern,2
id_00000685,id_00000685/WOMEN_Dresses_id_00000685_02_3_back.jpg,the back view of a woman wearing a white shirt dress,3
id_00000687,id_00000687/WOMEN_Sweaters_id_00000687_02_1_front.jpg,the model wears a black and white striped sweater,1
id_00000687,id_00000687/WOMEN_Sweaters_id_00000687_02_2_side.jpg,a woman in black and white striped sweater,1
id_00000688,id_00000688/WOMEN_Sweaters_id_00000688_02_2_side.jpg,a woman in jeans and a gray sweater,1
id_00000688,id_00000688/WOMEN_Sweaters_id_00000688_02_3_back.jpg,the back view of a woman wearing a grey hoodie,1
id_00000696,id_00000696/WOMEN_Tees_Tanks_id_00000696_02_1_front.jpg,a woman in a floral bodysuit,1
id_00000696,id_00000696/WOMEN_Tees_Tanks_id_00000696_02_2_side.jpg,a woman in a black floral bodysuit,1
id_00000696,id_00000696/WOMEN_Tees_Tanks_id_00000696_02_4_full.jpg,a woman in a black hat and a black swimsuit,1
id_00000704,id_00000704/WOMEN_Tees_Tanks_id_00000704_02_1_front.jpg,a woman in black and white print top,1
id_00000704,id_00000704/WOMEN_Tees_Tanks_id_00000704_02_3_back.jpg,the back view of a woman wearing black and white print top,1
id_00000707,id_00000707/WOMEN_Shorts_id_00000707_03_1_front.jpg,a woman in black shorts and a crop top,2
id_00000707,id_00000707/WOMEN_Shorts_id_00000707_03_3_back.jpg,the back view of a woman wearing black shorts,2
id_00000707,id_00000707/WOMEN_Shorts_id_00000707_04_1_front.jpg,a woman wearing a light blue shorts,2
id_00000707,id_00000707/WOMEN_Shorts_id_00000707_04_2_side.jpg,a woman wearing a light blue shorts,2
id_00000707,id_00000707/WOMEN_Shorts_id_00000707_04_3_back.jpg,a woman wearing a light blue shorts,2
id_00000709,id_00000709/WOMEN_Cardigans_id_00000709_02_1_front.jpg,a woman in jeans and a fringe cardigan,1
id_00000711,id_00000711/MEN_Shirts_Polos_id_00000711_01_3_back.jpg,the back view of a man wearing a blue and white striped shirt,1
id_00000711,id_00000711/MEN_Shirts_Polos_id_00000711_01_4_full.jpg,a man in a blue and white striped shirt,1
id_00000711,id_00000711/MEN_Shirts_Polos_id_00000711_01_6_flat.jpg,the striped shirt is blue and white,1
id_00000712,id_00000712/MEN_Shirts_Polos_id_00000712_02_1_front.jpg,a man wearing a shirt with two different colors,1
id_00000712,id_00000712/MEN_Shirts_Polos_id_00000712_02_4_full.jpg,"a man wearing a red, green and blue checked shirt",1
id_00000713,id_00000713/WOMEN_Blouses_Shirts_id_00000713_02_1_front.jpg,the top is white and red with floral print,1
id_00000713,id_00000713/WOMEN_Blouses_Shirts_id_00000713_02_4_full.jpg,a woman wearing white jeans and a red and white top,1
id_00000715,id_00000715/WOMEN_Tees_Tanks_id_00000715_02_3_back.jpg,the back view of a woman wearing a gray tank top,1
id_00000717,id_00000717/WOMEN_Tees_Tanks_id_00000717_04_1_front.jpg,the women's crop top is blue and white with floral print,1
id_00000717,id_00000717/WOMEN_Tees_Tanks_id_00000717_04_3_back.jpg,the back of a woman wearing a blue floral top,1
id_00000720,id_00000720/WOMEN_Blouses_Shirts_id_00000720_02_1_front.jpg,the model wears a black top with floral print,1
id_00000720,id_00000720/WOMEN_Blouses_Shirts_id_00000720_02_3_back.jpg,the back of a woman wearing a black floral print top,1
id_00000720,id_00000720/WOMEN_Blouses_Shirts_id_00000720_03_1_front.jpg,a woman wearing a pink floral top,1
id_00000720,id_00000720/WOMEN_Blouses_Shirts_id_00000720_03_4_full.jpg,a woman wearing a pink floral blouse,1
id_00000728,id_00000728/WOMEN_Tees_Tanks_id_00000728_01_1_front.jpg,blah blah bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bl,1
id_00000728,id_00000728/WOMEN_Tees_Tanks_id_00000728_01_2_side.jpg,a woman wearing a black t - shirt and floral skirt,1
id_00000729,id_00000729/WOMEN_Tees_Tanks_id_00000729_02_4_full.jpg,a woman wearing a black tank top and white shorts,1
id_00000729,id_00000729/WOMEN_Tees_Tanks_id_00000729_02_7_additional.jpg,a woman wearing shorts and a tank top,1
id_00000730,id_00000730/WOMEN_Pants_id_00000730_02_2_side.jpg,a woman wearing a white top and black pants,2
id_00000730,id_00000730/WOMEN_Pants_id_00000730_02_3_back.jpg,the back view of a woman wearing grey pants,2
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_01_1_front.jpg,a woman in a black dress posing for a photo,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_02_1_front.jpg,a woman in a gray dress posing for a photo,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_02_2_side.jpg,a woman in a gray dress posing for the camera,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_02_3_back.jpg,the back view of a woman wearing a grey dress,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_03_2_side.jpg,a woman in a blue dress posing for a photo,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_04_1_front.jpg,a woman in a teal dress posing for the camera,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_04_2_side.jpg,a woman in a blue dress posing for a picture,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_04_4_full.jpg,a woman in a teal dress posing for a photo,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_05_2_side.jpg,a woman in a pink dress posing for a picture,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_05_3_back.jpg,a woman in a pink dress is looking back,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_05_4_full.jpg,a woman in a pink dress posing for the camera,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_11_2_side.jpg,a woman in a green dress posing for the camera,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_11_3_back.jpg,the back view of a woman wearing a green dress,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_12_2_side.jpg,a woman in a purple dress posing for a photo,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_12_4_full.jpg,a woman in a purple dress posing for the camera,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_13_1_front.jpg,a woman in a blue dress posing for a photo,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_13_7_additional.jpg,a woman in a blue dress posing for the camera,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_14_2_side.jpg,a woman in a pink dress posing for a picture,3
id_00000731,id_00000731/WOMEN_Dresses_id_00000731_14_3_back.jpg,the back view of a woman in a pink dress,3
id_00000732,id_00000732/WOMEN_Rompers_Jumpsuits_id_00000732_02_1_front.jpg,a woman in a black and white patterned romper,3
id_00000732,id_00000732/WOMEN_Rompers_Jumpsuits_id_00000732_02_3_back.jpg,the back view of a woman in a black and white romper,3
id_00000733,id_00000733/WOMEN_Graphic_Tees_id_00000733_01_3_back.jpg,the white tee shirt is worn by a woman in black leather pants,1
id_00000733,id_00000733/WOMEN_Graphic_Tees_id_00000733_01_4_full.jpg,a woman wearing a white t - shirt with the words girls are in my head,1
id_00000734,id_00000734/WOMEN_Pants_id_00000734_02_2_side.jpg,a woman in a black skirt and white top,2
id_00000734,id_00000734/WOMEN_Pants_id_00000734_02_4_full.jpg,a woman in a black skirt and white top,2
id_00000735,id_00000735/MEN_Tees_Tanks_id_00000735_03_1_front.jpg,a man in a white t - shirt and black sweat pants,1
id_00000735,id_00000735/MEN_Tees_Tanks_id_00000735_03_2_side.jpg,a man in a white t - shirt and black pants,1
id_00000737,id_00000737/WOMEN_Blouses_Shirts_id_00000737_01_1_front.jpg,a woman wearing a blue kimono and white shorts,1
id_00000737,id_00000737/WOMEN_Blouses_Shirts_id_00000737_01_2_side.jpg,a woman in a white top and blue kimono,1
id_00000737,id_00000737/WOMEN_Blouses_Shirts_id_00000737_01_3_back.jpg,the back of a woman wearing a turquoise dress,1
id_00000737,id_00000737/WOMEN_Blouses_Shirts_id_00000737_02_3_back.jpg,the back view of a woman wearing a red dress with white feathers,1
id_00000738,id_00000738/WOMEN_Tees_Tanks_id_00000738_02_2_side.jpg,a woman in a grey shirt and jeans,1
id_00000738,id_00000738/WOMEN_Tees_Tanks_id_00000738_02_3_back.jpg,the back view of a woman wearing black leather pants and a grey shirt,1
id_00000739,id_00000739/WOMEN_Sweaters_id_00000739_01_2_side.jpg,the striped top is made from a soft cotton and has a short sleeve,1
id_00000739,id_00000739/WOMEN_Sweaters_id_00000739_01_3_back.jpg,the back view of a woman wearing a striped top,1
id_00000740,id_00000740/WOMEN_Blouses_Shirts_id_00000740_03_2_side.jpg,a woman in black pants and a white blouse,1
id_00000740,id_00000740/WOMEN_Blouses_Shirts_id_00000740_03_3_back.jpg,the back view of a woman wearing a white blouse,1
id_00000740,id_00000740/WOMEN_Blouses_Shirts_id_00000740_03_4_full.jpg,a woman in a white blouse and black pants,1
id_00000740,id_00000740/WOMEN_Blouses_Shirts_id_00000740_04_1_front.jpg,the model wears a blue blouse and white pants,1
id_00000741,id_00000741/WOMEN_Denim_id_00000741_01_2_side.jpg,a woman in white jeans and black top,2
id_00000741,id_00000741/WOMEN_Denim_id_00000741_01_3_back.jpg,the back view of a woman wearing jeans,2
id_00000743,id_00000743/WOMEN_Skirts_id_00000743_04_1_front.jpg,a woman in a crop top and skirt,2
id_00000743,id_00000743/WOMEN_Skirts_id_00000743_04_2_side.jpg,the black lace skirt is a great way to wear a skirt,2
id_00000743,id_00000743/WOMEN_Skirts_id_00000743_05_2_side.jpg,a woman in a white lace skirt,2
id_00000743,id_00000743/WOMEN_Skirts_id_00000743_05_7_additional.jpg,the white lace skirt is a great way to wear a skirt,2
id_00000743,id_00000743/WOMEN_Skirts_id_00000743_06_1_front.jpg,a woman in a pink skirt and crop top,2
id_00000743,id_00000743/WOMEN_Skirts_id_00000743_06_3_back.jpg,the back view of a woman wearing a pink lace skirt,2
id_00000743,id_00000743/WOMEN_Skirts_id_00000743_07_3_back.jpg,the burgundy skirt is made from lace and has a pleated hem,2
id_00000743,id_00000743/WOMEN_Skirts_id_00000743_07_4_full.jpg,a woman in a black crop top and burgundy skirt,2
id_00000746,id_00000746/WOMEN_Sweatshirts_Hoodies_id_00000746_01_2_side.jpg,a woman wearing a white batman sweatshirt,1
id_00000746,id_00000746/WOMEN_Sweatshirts_Hoodies_id_00000746_01_3_back.jpg,the women's white sweatshirt is shown from the back,1
id_00000747,id_00000747/WOMEN_Dresses_id_00000747_01_1_front.jpg,the model wears a black and white print dress,3
id_00000748,id_00000748/WOMEN_Shorts_id_00000748_01_1_front.jpg,a woman in white shorts and crop top,2
id_00000748,id_00000748/WOMEN_Shorts_id_00000748_01_3_back.jpg,a woman wearing a white denim shorts with ripped knees,2
id_00000751,id_00000751/WOMEN_Blouses_Shirts_id_00000751_02_2_side.jpg,a woman in shorts and a floral top,1
id_00000751,id_00000751/WOMEN_Blouses_Shirts_id_00000751_02_7_additional.jpg,the back of the top has a floral print and lace,1
id_00000751,id_00000751/WOMEN_Blouses_Shirts_id_00000751_03_4_full.jpg,a woman wearing a floral top and jeans,1
id_00000752,id_00000752/WOMEN_Tees_Tanks_id_00000752_02_2_side.jpg,a woman in a white top and black pants,1
id_00000752,id_00000752/WOMEN_Tees_Tanks_id_00000752_02_4_full.jpg,the back view of a woman wearing a white top with crochet lace,1
id_00000753,id_00000753/WOMEN_Dresses_id_00000753_02_1_front.jpg,a woman in a black lace dress,3
id_00000754,id_00000754/WOMEN_Sweaters_id_00000754_02_1_front.jpg,the model wears a black shirt and black pants,1
id_00000754,id_00000754/WOMEN_Sweaters_id_00000754_02_2_side.jpg,a woman in black shirt and black pants,1
id_00000755,id_00000755/MEN_Tees_Tanks_id_00000755_03_1_front.jpg,the men's t - shirt is black with white stripes,1
id_00000755,id_00000755/MEN_Tees_Tanks_id_00000755_03_3_back.jpg,the back of a man wearing a black t - shirt with white stripes,1
id_00000755,id_00000755/MEN_Tees_Tanks_id_00000755_04_1_front.jpg,a man wearing a white t - shirt and grey sweat shorts,1
id_00000755,id_00000755/MEN_Tees_Tanks_id_00000755_04_2_side.jpg,the model is wearing a white t - shirt and grey sweatpants,1
id_00000755,id_00000755/MEN_Tees_Tanks_id_00000755_04_4_full.jpg,a man in a white t - shirt and grey sweat pants,1
id_00000755,id_00000755/MEN_Tees_Tanks_id_00000755_05_3_back.jpg,the back of a man wearing a grey t - shirt and red hat,1
id_00000757,id_00000757/WOMEN_Skirts_id_00000757_06_1_front.jpg,a woman in a black and white striped skirt,2
id_00000757,id_00000757/WOMEN_Skirts_id_00000757_06_3_back.jpg,the skirt is striped with black and white stripes,2
id_00000758,id_00000758/WOMEN_Blouses_Shirts_id_00000758_02_1_front.jpg,a woman wearing a pink tank top and jeans,1
id_00000758,id_00000758/WOMEN_Blouses_Shirts_id_00000758_02_4_full.jpg,a woman wearing a pink tank top and jeans,1
id_00000760,id_00000760/WOMEN_Sweaters_id_00000760_01_2_side.jpg,a woman wearing a striped sweater,1
id_00000760,id_00000760/WOMEN_Sweaters_id_00000760_01_3_back.jpg,the back view of a woman wearing a black and white striped sweater,1
id_00000763,id_00000763/MEN_Jackets_Vests_id_00000763_01_3_back.jpg,the back view of a man wearing a black hoodie with a camouflage print,1
id_00000763,id_00000763/MEN_Jackets_Vests_id_00000763_01_4_full.jpg,the hooded jacket is black and has a hood,1
id_00000766,id_00000766/WOMEN_Tees_Tanks_id_00000766_01_2_side.jpg,a young blonde woman wearing a black and white shirt,1
id_00000766,id_00000766/WOMEN_Tees_Tanks_id_00000766_01_3_back.jpg,the back view of a woman wearing a white t - shirt with black trim,1
id_00000768,id_00000768/MEN_Tees_Tanks_id_00000768_01_2_side.jpg,the man is wearing a black t - shirt with a print on it,1
id_00000768,id_00000768/MEN_Tees_Tanks_id_00000768_01_4_full.jpg,a man wearing a black t - shirt with a gold skull print,1
id_00000770,id_00000770/WOMEN_Dresses_id_00000770_02_1_front.jpg,a woman in a mint dress posing for the camera,3
id_00000770,id_00000770/WOMEN_Dresses_id_00000770_02_2_side.jpg,a woman in a short dress and high heels,3
id_00000771,id_00000771/WOMEN_Tees_Tanks_id_00000771_01_2_side.jpg,a woman wearing a black crop top,1
id_00000771,id_00000771/WOMEN_Tees_Tanks_id_00000771_01_7_additional.jpg,the back view of a woman wearing a black crop top,1
id_00000771,id_00000771/WOMEN_Tees_Tanks_id_00000771_02_2_side.jpg,a woman in a white bra top and gray shorts,1
id_00000771,id_00000771/WOMEN_Tees_Tanks_id_00000771_03_1_front.jpg,a woman in a red crop top and black pants,1
id_00000771,id_00000771/WOMEN_Tees_Tanks_id_00000771_03_2_side.jpg,a beautiful blonde woman in a red top,1
id_00000771,id_00000771/WOMEN_Tees_Tanks_id_00000771_03_3_back.jpg,the back view of a woman wearing a red sports bra top,1
id_00000774,id_00000774/WOMEN_Blouses_Shirts_id_00000774_04_2_side.jpg,a woman in a white top and jeans,1
id_00000774,id_00000774/WOMEN_Blouses_Shirts_id_00000774_04_4_full.jpg,a woman in a white top and blue jeans,1
id_00000774,id_00000774/WOMEN_Blouses_Shirts_id_00000774_04_7_additional.jpg,the white lace top is a great way to wear a crop top,1
id_00000774,id_00000774/WOMEN_Blouses_Shirts_id_00000774_05_1_front.jpg,a woman wearing a yellow lace top and jeans,1
id_00000774,id_00000774/WOMEN_Blouses_Shirts_id_00000774_05_4_full.jpg,a woman in a yellow top and jeans,1
id_00000777,id_00000777/WOMEN_Sweaters_id_00000777_01_1_front.jpg,a woman wearing black cropped sweatshirt and jeans,1
id_00000777,id_00000777/WOMEN_Sweaters_id_00000777_01_2_side.jpg,a woman in black cropped sweatshirt and jeans,1
id_00000778,id_00000778/WOMEN_Tees_Tanks_id_00000778_04_1_front.jpg,the white top is cut with a lace trim,1
id_00000778,id_00000778/WOMEN_Tees_Tanks_id_00000778_04_3_back.jpg,the back of a woman wearing a white sweater and ripped jeans,1
id_00000778,id_00000778/WOMEN_Tees_Tanks_id_00000778_04_7_additional.jpg,a woman wearing a white top and denim shorts,1
id_00000778,id_00000778/WOMEN_Tees_Tanks_id_00000778_06_3_back.jpg,a young girl wearing a pink sweater and jeans,1
id_00000778,id_00000778/WOMEN_Tees_Tanks_id_00000778_07_3_back.jpg,the back of a woman wearing jeans and a sweater with lace trim,1
id_00000778,id_00000778/WOMEN_Tees_Tanks_id_00000778_07_4_full.jpg,a woman wearing ripped jeans and a green top,1
id_00000779,id_00000779/WOMEN_Sweaters_id_00000779_01_2_side.jpg,a woman wearing a black and white striped shirt,1
id_00000780,id_00000780/WOMEN_Sweaters_id_00000780_01_3_back.jpg,the back view of a woman wearing a black and white chevron sweater,1
id_00000781,id_00000781/WOMEN_Blouses_Shirts_id_00000781_04_2_side.jpg,the yellow dress is made from a cotton blend and has a slit in the back,1
id_00000783,id_00000783/MEN_Shirts_Polos_id_00000783_01_2_side.jpg,the man is wearing a black and white floral print shirt,1
id_00000783,id_00000783/MEN_Shirts_Polos_id_00000783_01_3_back.jpg,the back view of a man wearing a black and white patterned shirt,1
id_00000785,id_00000785/MEN_Pants_id_00000785_01_2_side.jpg,a man wearing black sneakers and camo pants,2
id_00000787,id_00000787/WOMEN_Dresses_id_00000787_01_1_front.jpg,a woman in a colorful dress posing for the camera,3
id_00000789,id_00000789/WOMEN_Tees_Tanks_id_00000789_01_3_back.jpg,the back view of a woman wearing a white tank top,1
id_00000792,id_00000792/WOMEN_Dresses_id_00000792_01_1_front.jpg,the dress is black and has a sheer neckline,3
id_00000792,id_00000792/WOMEN_Dresses_id_00000792_01_2_side.jpg,a little girl in a black dress and white shoes,3
id_00000793,id_00000793/WOMEN_Dresses_id_00000793_01_1_front.jpg,the model wears a black and white polka dot dress,3
id_00000793,id_00000793/WOMEN_Dresses_id_00000793_01_2_side.jpg,a woman in a striped dress and hat,3
id_00000794,id_00000794/WOMEN_Blouses_Shirts_id_00000794_03_2_side.jpg,a woman with a flower on her shirt,1
id_00000794,id_00000794/WOMEN_Blouses_Shirts_id_00000794_03_4_full.jpg,a woman wearing a floral top,1
id_00000795,id_00000795/WOMEN_Dresses_id_00000795_02_1_front.jpg,the blue dress is made from cotton and has embroidery on the front,3
id_00000797,id_00000797/WOMEN_Blouses_Shirts_id_00000797_02_1_front.jpg,a woman wearing a white blouse and ripped jeans,1
id_00000797,id_00000797/WOMEN_Blouses_Shirts_id_00000797_02_3_back.jpg,the back view of a woman wearing jeans and a white blouse,1
id_00000797,id_00000797/WOMEN_Blouses_Shirts_id_00000797_02_4_full.jpg,a woman in ripped jeans and a white blouse,1
id_00000797,id_00000797/WOMEN_Blouses_Shirts_id_00000797_03_2_side.jpg,a woman in jeans and a black top,1
id_00000798,id_00000798/WOMEN_Tees_Tanks_id_00000798_04_2_side.jpg,a woman in black tank top and white shorts,1
id_00000798,id_00000798/WOMEN_Tees_Tanks_id_00000798_04_3_back.jpg,the back of a woman wearing a black tank top,1
id_00000801,id_00000801/WOMEN_Graphic_Tees_id_00000801_01_1_front.jpg,a woman wearing a striped shirt and lace skirt,1
id_00000801,id_00000801/WOMEN_Graphic_Tees_id_00000801_01_3_back.jpg,the back view of a woman wearing a black and white striped top,1
id_00000802,id_00000802/MEN_Suiting_id_00000802_01_2_side.jpg,a man in a suit and tie walking on a white background,2
id_00000802,id_00000802/MEN_Suiting_id_00000802_01_7_additional.jpg,a man in a grey suit and white shirt,2
id_00000802,id_00000802/MEN_Suiting_id_00000802_03_2_side.jpg,a man in a white shirt and blue pants,2
id_00000802,id_00000802/MEN_Suiting_id_00000802_03_3_back.jpg,a man in a white shirt and blue pants,2
id_00000803,id_00000803/WOMEN_Dresses_id_00000803_02_2_side.jpg,a woman in a black dress posing for a picture,3
id_00000803,id_00000803/WOMEN_Dresses_id_00000803_02_4_full.jpg,a woman in a black dress and hat,3
id_00000803,id_00000803/WOMEN_Dresses_id_00000803_04_1_front.jpg,a woman in a white dress posing for the camera,3
id_00000803,id_00000803/WOMEN_Dresses_id_00000803_04_2_side.jpg,a woman in a white dress posing for the camera,3
id_00000804,id_00000804/WOMEN_Cardigans_id_00000804_02_1_front.jpg,a woman wearing a green cardigan sweater,1
id_00000804,id_00000804/WOMEN_Cardigans_id_00000804_02_4_full.jpg,a woman in black jeans and a green cardigan,1
id_00000804,id_00000804/WOMEN_Cardigans_id_00000804_02_7_additional.jpg,the back view of a woman wearing a green sweater,1
id_00000804,id_00000804/WOMEN_Cardigans_id_00000804_03_1_front.jpg,a woman wearing a mustard cardigan sweater,1
id_00000804,id_00000804/WOMEN_Cardigans_id_00000804_03_7_additional.jpg,the back view of a woman wearing a mustard cable knit sweater,1
id_00000807,id_00000807/WOMEN_Blouses_Shirts_id_00000807_03_1_front.jpg,the woman is wearing a black top with a patterned print,1
id_00000807,id_00000807/WOMEN_Blouses_Shirts_id_00000807_03_2_side.jpg,a woman with a baby in her arms,1
id_00000807,id_00000807/WOMEN_Blouses_Shirts_id_00000807_03_7_additional.jpg,the back view of a woman wearing a black and brown top with an abstract print,1
id_00000807,id_00000807/WOMEN_Blouses_Shirts_id_00000807_04_1_front.jpg,the top is printed with a patterned design,1
id_00000808,id_00000808/WOMEN_Blouses_Shirts_id_00000808_03_2_side.jpg,a woman kissing a man on the cheek,1
id_00000808,id_00000808/WOMEN_Blouses_Shirts_id_00000808_03_3_back.jpg,the back view of a woman wearing black pants and a white top,1
id_00000808,id_00000808/WOMEN_Blouses_Shirts_id_00000808_04_1_front.jpg,a woman in a lime top and black pants,1
id_00000808,id_00000808/WOMEN_Blouses_Shirts_id_00000808_04_2_side.jpg,a woman in a lime top and black pants,1
id_00000811,id_00000811/WOMEN_Dresses_id_00000811_03_7_additional.jpg,the model wears a grey dress with a short sleeve,3
id_00000811,id_00000811/WOMEN_Dresses_id_00000811_04_3_back.jpg,the back view of a woman wearing a burgundy dress,3
id_00000811,id_00000811/WOMEN_Dresses_id_00000811_04_4_full.jpg,the model wears a burgundy dress with a ruffled hem,3
id_00000811,id_00000811/WOMEN_Dresses_id_00000811_04_7_additional.jpg,a woman in a red dress and plaid shirt,3
id_00000811,id_00000811/WOMEN_Dresses_id_00000811_05_7_additional.jpg,a woman in a blue dress is posing,3
id_00000811,id_00000811/WOMEN_Dresses_id_00000811_06_1_front.jpg,the model wears a green dress with a short sleeve,3
id_00000811,id_00000811/WOMEN_Dresses_id_00000811_06_3_back.jpg,the back view of a woman wearing a green dress,3
id_00000812,id_00000812/WOMEN_Shorts_id_00000812_03_1_front.jpg,a woman wearing shorts and a gray shirt,2
id_00000812,id_00000812/WOMEN_Shorts_id_00000812_03_2_side.jpg,"the denim shorts are made from a soft, lightweight denim fabric",2
id_00000812,id_00000812/WOMEN_Shorts_id_00000812_03_3_back.jpg,the back view of a woman wearing shorts,2
id_00000812,id_00000812/WOMEN_Shorts_id_00000812_03_4_full.jpg,a woman wearing shorts and a shirt,2
id_00000812,id_00000812/WOMEN_Shorts_id_00000812_04_3_back.jpg,the back view of a woman wearing shorts with black trim,2
id_00000815,id_00000815/WOMEN_Dresses_id_00000815_03_2_side.jpg,the model wears a red and black dress with fringe,3
id_00000815,id_00000815/WOMEN_Dresses_id_00000815_03_3_back.jpg,the back of a woman wearing a red and black dress with fringes,3
id_00000816,id_00000816/MEN_Shorts_id_00000816_01_1_front.jpg,the man is wearing grey shorts with black stars on them,2
id_00000816,id_00000816/MEN_Shorts_id_00000816_01_2_side.jpg,the back view of a man wearing a grey sweat suit,2
id_00000817,id_00000817/WOMEN_Tees_Tanks_id_00000817_01_1_front.jpg,a woman wearing a grey skirt and floral top,1
id_00000817,id_00000817/WOMEN_Tees_Tanks_id_00000817_01_2_side.jpg,a woman in a black and white top and skirt,1
id_00000818,id_00000818/WOMEN_Dresses_id_00000818_02_2_side.jpg,a young woman in a blue dress,3
id_00000818,id_00000818/WOMEN_Dresses_id_00000818_02_3_back.jpg,the back view of a woman wearing a blue dress,3
id_00000819,id_00000819/WOMEN_Dresses_id_00000819_03_2_side.jpg,a woman in a long dress standing in front of a white wall,3
id_00000819,id_00000819/WOMEN_Dresses_id_00000819_03_3_back.jpg,the sleeveless dress is in a dusty pink color,3
id_00000819,id_00000819/WOMEN_Dresses_id_00000819_03_7_additional.jpg,a woman in a pink dress standing against a wall,3
id_00000819,id_00000819/WOMEN_Dresses_id_00000819_04_4_full.jpg,a woman in a long blue dress,3
id_00000820,id_00000820/WOMEN_Rompers_Jumpsuits_id_00000820_04_1_front.jpg,a woman in a black and white print jumpsuit,3
id_00000820,id_00000820/WOMEN_Rompers_Jumpsuits_id_00000820_05_2_side.jpg,a woman in a dress and boots is standing on a white background,3
id_00000820,id_00000820/WOMEN_Rompers_Jumpsuits_id_00000820_05_3_back.jpg,a woman in a black and white print jumpsuit,3
id_00000820,id_00000820/WOMEN_Rompers_Jumpsuits_id_00000820_06_1_front.jpg,a woman in a purple and white print jumpsuit,3
id_00000820,id_00000820/WOMEN_Rompers_Jumpsuits_id_00000820_06_4_full.jpg,a woman wearing a purple and white patterned jumpsuit,3
id_00000821,id_00000821/WOMEN_Sweaters_id_00000821_03_1_front.jpg,the sweater is black and white striped,1
id_00000821,id_00000821/WOMEN_Sweaters_id_00000821_03_7_additional.jpg,the black and white striped sweater is a great way to wear a sweater,1
id_00000821,id_00000821/WOMEN_Sweaters_id_00000821_04_1_front.jpg,a woman in a striped sweater and jeans,1
id_00000822,id_00000822/MEN_Tees_Tanks_id_00000822_01_2_side.jpg,the model wears a navy t - shirt with an embroidered design,1
id_00000822,id_00000822/MEN_Tees_Tanks_id_00000822_01_3_back.jpg,the back view of a man wearing a navy t - shirt with an ethnic print,1
id_00000825,id_00000825/WOMEN_Dresses_id_00000825_01_1_front.jpg,a woman in black and white dress,3
id_00000825,id_00000825/WOMEN_Dresses_id_00000825_01_2_side.jpg,a woman in black and white dress,3
id_00000825,id_00000825/WOMEN_Dresses_id_00000825_01_3_back.jpg,the back view of a woman wearing a black dress with white polka dots,3
id_00000825,id_00000825/WOMEN_Dresses_id_00000825_02_1_front.jpg,a woman in a blue dress and black jacket,3
id_00000826,id_00000826/MEN_Denim_id_00000826_01_1_front.jpg,a man in a white shirt and black pants,2
id_00000826,id_00000826/MEN_Denim_id_00000826_01_2_side.jpg,a person wearing a white shirt,2
id_00000826,id_00000826/MEN_Denim_id_00000826_01_4_full.jpg,a man wearing black jeans and white sneakers,2
id_00000826,id_00000826/MEN_Denim_id_00000826_01_7_additional.jpg,a man in a white shirt and black pants,2
id_00000826,id_00000826/MEN_Denim_id_00000826_02_1_front.jpg,a man wearing white jeans and a black t - shirt,2
id_00000826,id_00000826/MEN_Denim_id_00000826_02_3_back.jpg,the back of a man wearing white jeans and a black t - shirt,2
id_00000826,id_00000826/MEN_Denim_id_00000826_02_7_additional.jpg,a man in a black t - shirt and white pants,2
id_00000826,id_00000826/MEN_Denim_id_00000826_03_1_front.jpg,a man wearing a grey t - shirt and blue jeans,2
id_00000826,id_00000826/MEN_Denim_id_00000826_03_4_full.jpg,the back view of a man wearing jeans,2
